user_id,model_type,hit
U0142,ai_model,0
U0143,baseline,0
U0143,ai_model,0
U0144,baseline,0
U0144,ai_model,1
U0145,baseline,0
U0145,ai_model,0
U0146,baseline,0
U0146,ai_model,0
U0147,baseline,0
U0147,ai_model,0
U0148,baseline,0
U0148,ai_model,0
U0149,baseline,0
U0149,ai_model,1
U0150,baseline,0
U0150,ai_model,0
U0151,baseline,0
U0151,ai_model,0
U0152,baseline,0
U0152,ai_model,0
U0153,baseline,0
U0153,ai_model,0
U0154,baseline,0
U0154,ai_model,0
U0155,baseline,0
U0155,ai_model,0
U0156,baseline,0
U0156,ai_model,0
U0157,baseline,0
U0157,ai_model,0
U0158,baseline,0
U0158,ai_model,1
U0159,baseline,0
U0159,ai_model,0
U0160,baseline,0
U0160,ai_model,0
U0161,baseline,0
U0161,ai_model,0
U0162,baseline,0
U0162,ai_model,0
U0163,baseline,0
U0163,ai_model,0
U0164,baseline,0
U0164,ai_model,0
U0165,baseline,0
U0165,ai_model,0
U0166,baseline,0
U0166,ai_model,0
U0167,baseline,0
U0167,ai_model,0
U0168,baseline,0
U0168,ai_model,0
U0169,baseline,0
U0169,ai_model,0
U0170,baseline,0
U0170,ai_model,0
U0171,baseline,0
U0171,ai_model,0
U0172,baseline,0
U0172,ai_model,1
U0173,baseline,0
U0173,ai_model,0
U0174,baseline,0
U0174,ai_model,0
U0175,baseline,0
U0175,ai_model,0
U0176,baseline,0
U0176,ai_model,0
U0177,baseline,0
U0177,ai_model,0
U0178,baseline,0
U0178,ai_model,0
U0179,baseline,0
U0179,ai_model,0
U0180,baseline,0
U0180,ai_model,1
U0181,baseline,0
U0181,ai_model,0
U0182,baseline,0
U0182,ai_model,0
U0183,baseline,0
U0183,ai_model,0
U0184,baseline,0
U0184,ai_model,0
U0185,baseline,0
U0185,ai_model,0
U0186,baseline,0
U0186,ai_model,0
U0187,baseline,0
U0187,ai_model,1
U0188,baseline,0
U0188,ai_model,0
U0189,baseline,0
U0189,ai_model,0
U0190,baseline,0
U0190,ai_model,0
U0191,baseline,0
U0191,ai_model,0
U0192,baseline,0
U0192,ai_model,0
U0193,baseline,0
U0193,ai_model,0
U0194,baseline,0
U0194,ai_model,0
U0195,baseline,0
U0195,ai_model,0
U0196,baseline,0
U0196,ai_model,0
U0197,baseline,0
U0197,ai_model,0
U0198,baseline,0
U0198,ai_model,0
U0199,baseline,0
U0199,ai_model,0
U0200,baseline,0
U0200,ai_model,0
U0201,baseline,0
U0201,ai_model,0
U0202,baseline,0
U0202,ai_model,0
U0203,baseline,0
U0203,ai_model,0
U0204,baseline,0
U0204,ai_model,0
U0205,baseline,0
U0205,ai_model,0
U0206,baseline,0
U0206,ai_model,0
U0207,baseline,0
U0207,ai_model,0
U0208,baseline,0
U0208,ai_model,0
U0209,baseline,0
U0209,ai_model,0
U0210,baseline,0
U0210,ai_model,0
U0211,baseline,0
U0211,ai_model,0
U0212,baseline,0
U0212,ai_model,0
U0213,baseline,0
U0213,ai_model,0
U0214,baseline,0
U0214,ai_model,0
U0215,baseline,0
U0215,ai_model,1
U0216,baseline,0
U0216,ai_model,0
U0217,baseline,0
U0217,ai_model,0
U0218,baseline,0
U0218,ai_model,0
U0219,baseline,0
U0219,ai_model,0
U0220,baseline,0
U0220,ai_model,0
U0221,baseline,0
U0221,ai_model,0
U0222,baseline,0
U0222,ai_model,0
U0223,baseline,0
U0223,ai_model,0
U0224,baseline,0
U0224,ai_model,0
U0225,baseline,0
U0225,ai_model,0
U0226,baseline,0
U0226,ai_model,0
U0227,baseline,0
U0227,ai_model,0
U0228,baseline,0
U0228,ai_model,0
U0229,baseline,0
U0229,ai_model,0
U0230,baseline,0
U0230,ai_model,0
U0231,baseline,0
U0231,ai_model,0
U0232,baseline,0
U0232,ai_model,0
U0233,baseline,0
U0233,ai_model,1
U0234,baseline,0
U0234,ai_model,0
U0235,baseline,0
U0235,ai_model,0
U0236,baseline,0
U0236,ai_model,0
U0237,baseline,0
U0237,ai_model,1
U0238,baseline,0
U0238,ai_model,0
U0239,baseline,0
U0239,ai_model,1
U0240,baseline,0
U0240,ai_model,0
U0241,baseline,0
U0241,ai_model,0
U0242,baseline,0
U0242,ai_model,0
U0243,baseline,0
U0243,ai_model,0
U0244,baseline,0
U0244,ai_model,1
U0245,baseline,0
U0245,ai_model,0
U0246,baseline,0
U0246,ai_model,0
U0247,baseline,0
U0247,ai_model,0
U0248,baseline,0
U0248,ai_model,0
U0249,baseline,0
U0249,ai_model,0
U0250,baseline,0
U0250,ai_model,0
U0251,baseline,0
U0251,ai_model,0
U0252,baseline,0
U0252,ai_model,0
U0253,baseline,0
U0253,ai_model,0
U0254,baseline,0
U0254,ai_model,1
U0255,baseline,0
U0255,ai_model,0
U0256,baseline,0
U0256,ai_model,1
U0257,baseline,0
U0257,ai_model,0
U0258,baseline,0
U0258,ai_model,0
U0259,baseline,0
U0259,ai_model,0
U0260,baseline,0
U0260,ai_model,0
U0261,baseline,0
U0261,ai_model,1
U0262,baseline,0
U0262,ai_model,0
U0263,baseline,0
U0263,ai_model,0
U0264,baseline,0
U0264,ai_model,0
U0265,baseline,0
U0265,ai_model,0
U0266,baseline,0
U0266,ai_model,0
U0267,baseline,0
U0267,ai_model,0
U0268,baseline,0
U0268,ai_model,0
U0269,baseline,0
U0269,ai_model,1
U0270,baseline,0
U0270,ai_model,0
U0271,baseline,0
U0271,ai_model,0
U0272,baseline,0
U0272,ai_model,0
U0273,baseline,0
U0273,ai_model,0
U0274,baseline,0
U0274,ai_model,0
U0275,baseline,0
U0275,ai_model,0
U0276,baseline,0
U0276,ai_model,0
U0277,baseline,0
U0277,ai_model,0
U0278,baseline,0
U0278,ai_model,0
U0279,baseline,0
U0279,ai_model,0
U0280,baseline,0
U0280,ai_model,0
U0281,baseline,0
U0281,ai_model,0
U0282,baseline,1
U0282,ai_model,0
U0283,baseline,0
U0283,ai_model,0
U0284,baseline,0
U0284,ai_model,0
U0285,baseline,0
U0285,ai_model,0
U0286,baseline,0
U0286,ai_model,1
U0287,baseline,0
U0287,ai_model,0
U0288,baseline,0
U0288,ai_model,0
U0289,baseline,0
U0289,ai_model,1
U0290,baseline,0
U0290,ai_model,1
U0291,baseline,0
U0291,ai_model,0
U0292,baseline,0
U0292,ai_model,0
U0293,baseline,0
U0293,ai_model,0
U0294,baseline,1
U0294,ai_model,0
U0295,baseline,0
U0295,ai_model,0
U0296,baseline,0
U0296,ai_model,1
U0297,baseline,0
U0297,ai_model,0
U0298,baseline,0
U0298,ai_model,0
U0299,baseline,0
U0299,ai_model,0
U0300,baseline,0
U0300,ai_model,0
U0301,baseline,0
U0301,ai_model,0
U0302,baseline,0
U0302,ai_model,1
U0303,baseline,0
U0303,ai_model,1
U0304,baseline,0
U0304,ai_model,0
U0305,baseline,0
U0305,ai_model,0
U0306,baseline,0
U0306,ai_model,1
U0307,baseline,0
U0307,ai_model,0
U0308,baseline,0
U0308,ai_model,0
U0309,baseline,0
U0309,ai_model,0
U0310,baseline,0
U0310,ai_model,0
U0311,baseline,0
U0311,ai_model,0
U0312,baseline,0
U0312,ai_model,0
U0313,baseline,0
U0313,ai_model,0
U0314,baseline,0
U0314,ai_model,0
U0315,baseline,0
U0315,ai_model,0
U0316,baseline,0
U0316,ai_model,0
U0317,baseline,0
U0317,ai_model,0
U0318,baseline,0
U0318,ai_model,0
U0319,baseline,0
U0319,ai_model,0
U0320,baseline,0
U0320,ai_model,0
U0321,baseline,0
U0321,ai_model,0
U0322,baseline,0
U0322,ai_model,0
U0323,baseline,0
U0323,ai_model,0
U0324,baseline,0
U0324,ai_model,1
U0325,baseline,0
U0325,ai_model,0
U0326,baseline,0
U0326,ai_model,0
U0327,baseline,0
U0327,ai_model,0
U0328,baseline,0
U0328,ai_model,0
U0329,baseline,0
U0329,ai_model,0
U0330,baseline,0
U0330,ai_model,0
U0331,baseline,0
U0331,ai_model,0
U0332,baseline,0
U0332,ai_model,0
U0333,baseline,0
U0333,ai_model,1
U0334,baseline,0
U0334,ai_model,0
U0335,baseline,1
U0335,ai_model,0
U0336,baseline,0
U0336,ai_model,0
U0337,baseline,0
U0337,ai_model,0
U0338,baseline,0
U0338,ai_model,0
U0339,baseline,0
U0339,ai_model,1
U0340,baseline,0
U0340,ai_model,1
U0341,baseline,0
U0341,ai_model,0
U0342,baseline,0
U0342,ai_model,0
U0343,baseline,0
U0343,ai_model,0
U0344,baseline,0
U0344,ai_model,0
U0345,baseline,0
U0345,ai_model,0
U0346,baseline,0
U0346,ai_model,0
U0347,baseline,0
U0347,ai_model,0
U0348,baseline,0
U0348,ai_model,0
U0349,baseline,0
U0349,ai_model,1
U0350,baseline,0
U0350,ai_model,1
U0351,baseline,0
U0351,ai_model,0
U0352,baseline,0
U0352,ai_model,0
U0353,baseline,0
U0353,ai_model,0
U0354,baseline,0
U0354,ai_model,0
U0355,baseline,0
U0355,ai_model,0
U0356,baseline,0
U0356,ai_model,0
U0357,baseline,0
U0357,ai_model,0
U0358,baseline,0
U0358,ai_model,0
U0359,baseline,0
U0359,ai_model,0
U0360,baseline,0
U0360,ai_model,0
U0361,baseline,0
U0361,ai_model,0
U0362,baseline,0
U0362,ai_model,0
U0363,baseline,0
U0363,ai_model,0
U0364,baseline,0
U0364,ai_model,0
U0365,baseline,0
U0365,ai_model,1
U0366,baseline,0
U0366,ai_model,0
U0367,baseline,0
U0367,ai_model,0
U0368,baseline,0
U0368,ai_model,0
U0369,baseline,0
U0369,ai_model,0
U0370,baseline,0
U0370,ai_model,0
U0371,baseline,0
U0371,ai_model,0
U0372,baseline,0
U0372,ai_model,0
U0373,baseline,0
U0373,ai_model,0
U0374,baseline,0
U0374,ai_model,0
U0375,baseline,0
U0375,ai_model,0
U0376,baseline,0
U0376,ai_model,1
U0377,baseline,0
U0377,ai_model,1
U0378,baseline,0
U0378,ai_model,0
U0379,baseline,0
U0379,ai_model,0
U0380,baseline,0
U0380,ai_model,0
U0381,baseline,0
U0381,ai_model,0
U0382,baseline,0
U0382,ai_model,0
U0383,baseline,0
U0383,ai_model,0
U0384,baseline,0
U0384,ai_model,0
U0385,baseline,0
U0385,ai_model,0
U0386,baseline,0
U0386,ai_model,0
U0387,baseline,0
U0387,ai_model,0
U0388,baseline,0
U0388,ai_model,1
U0389,baseline,0
U0389,ai_model,0
U0390,baseline,0
U0390,ai_model,0
U0391,baseline,0
U0391,ai_model,1
U0392,baseline,0
U0392,ai_model,0
U0393,baseline,0
U0393,ai_model,1
U0394,baseline,0
U0394,ai_model,0
U0395,baseline,0
U0395,ai_model,1
U0396,baseline,0
U0396,ai_model,0
U0397,baseline,0
U0397,ai_model,0
U0398,baseline,0
U0398,ai_model,1
U0399,baseline,0
U0399,ai_model,1
U0400,baseline,0
U0400,ai_model,0
U0401,baseline,0
U0401,ai_model,0
U0402,baseline,0
U0402,ai_model,0
U0403,baseline,1
U0403,ai_model,1
U0404,baseline,0
U0404,ai_model,0
U0405,baseline,0
U0405,ai_model,0
U0406,baseline,0
U0406,ai_model,0
U0407,baseline,0
U0407,ai_model,0
U0408,baseline,0
U0408,ai_model,0
U0409,baseline,0
U0409,ai_model,0
U0410,baseline,0
U0410,ai_model,0
U0411,baseline,0
U0411,ai_model,0
U0412,baseline,0
U0412,ai_model,1
U0413,baseline,0
U0413,ai_model,0
U0414,baseline,0
U0414,ai_model,0
U0415,baseline,0
U0415,ai_model,0
U0416,baseline,0
U0416,ai_model,0
U0417,baseline,0
U0417,ai_model,0
U0418,baseline,0
U0418,ai_model,0
U0419,baseline,0
U0419,ai_model,0
U0420,baseline,0
U0420,ai_model,0
U0421,baseline,0
U0421,ai_model,0
U0422,baseline,0
U0422,ai_model,0
U0423,baseline,0
U0423,ai_model,0
U0424,baseline,0
U0424,ai_model,0
U0425,baseline,0
U0425,ai_model,0
U0426,baseline,0
U0426,ai_model,1
U0427,baseline,0
U0427,ai_model,0
U0428,baseline,0
U0428,ai_model,0
U0429,baseline,0
U0429,ai_model,0
U0430,baseline,0
U0430,ai_model,0
U0431,baseline,0
U0431,ai_model,0
U0432,baseline,0
U0432,ai_model,0
U0433,baseline,0
U0433,ai_model,0
U0434,baseline,0
U0434,ai_model,0
U0435,baseline,0
U0435,ai_model,0
U0436,baseline,0
U0436,ai_model,0
U0437,baseline,0
U0437,ai_model,0
U0438,baseline,0
U0438,ai_model,0
U0439,baseline,0
U0439,ai_model,0
U0440,baseline,0
U0440,ai_model,0
U0441,baseline,0
U0441,ai_model,1
U0442,baseline,0
U0442,ai_model,0
U0443,baseline,0
U0443,ai_model,1
U0444,baseline,0
U0444,ai_model,0
U0445,baseline,0
U0445,ai_model,0
U0446,baseline,0
U0446,ai_model,0
U0447,baseline,0
U0447,ai_model,0
U0448,baseline,0
U0448,ai_model,0
U0449,baseline,0
U0449,ai_model,1
U0450,baseline,0
U0450,ai_model,0
U0451,baseline,0
U0451,ai_model,1
U0452,baseline,0
U0452,ai_model,0
U0453,baseline,0
U0453,ai_model,1
U0454,baseline,0
U0454,ai_model,0
U0455,baseline,0
U0455,ai_model,0
U0456,baseline,0
U0456,ai_model,0
U0457,baseline,0
U0457,ai_model,0
U0458,baseline,0
U0458,ai_model,0
U0459,baseline,0
U0459,ai_model,0
U0460,baseline,0
U0460,ai_model,0
U0461,baseline,0
U0461,ai_model,0
U0462,baseline,0
U0462,ai_model,0
U0463,baseline,0
U0463,ai_model,0
U0464,baseline,0
U0464,ai_model,0
U0465,baseline,1
U0465,ai_model,0
U0466,baseline,0
U0466,ai_model,0
U0467,baseline,1
U0467,ai_model,0
U0468,baseline,0
U0468,ai_model,0
U0469,baseline,0
U0469,ai_model,1
U0470,baseline,0
U0470,ai_model,0
U0471,baseline,0
U0471,ai_model,1
U0472,baseline,0
U0472,ai_model,0
U0473,baseline,0
U0473,ai_model,0
U0474,baseline,0
U0474,ai_model,0
U0475,baseline,0
U0475,ai_model,0
U0476,baseline,0
U0476,ai_model,0
U0477,baseline,0
U0477,ai_model,0
U0478,baseline,0
U0478,ai_model,0
U0479,baseline,0
U0479,ai_model,0
U0480,baseline,0
U0480,ai_model,0
U0481,baseline,0
U0481,ai_model,0
U0482,baseline,0
U0482,ai_model,0
U0483,baseline,0
U0483,ai_model,0
U0484,baseline,0
U0484,ai_model,1
U0485,baseline,0
U0485,ai_model,1
U0486,baseline,0
U0486,ai_model,0
U0487,baseline,0
U0487,ai_model,0
U0488,baseline,0
U0488,ai_model,0
U0489,baseline,0
U0489,ai_model,0
U0490,baseline,0
U0490,ai_model,0
U0491,baseline,0
U0491,ai_model,0
U0492,baseline,0
U0492,ai_model,0
U0493,baseline,0
U0493,ai_model,0
U0494,baseline,0
U0494,ai_model,0
U0495,baseline,0
U0495,ai_model,0
U0496,baseline,0
U0496,ai_model,0
U0497,baseline,0
U0497,ai_model,0
U0498,baseline,0
U0498,ai_model,0
U0499,baseline,0
U0499,ai_model,0
U0500,baseline,0
U0500,ai_model,0
U0501,baseline,0
U0501,ai_model,1
U0502,baseline,0
U0502,ai_model,0
U0503,baseline,0
U0503,ai_model,0
U0504,baseline,0
U0504,ai_model,0
U0505,baseline,0
U0505,ai_model,0
U0506,baseline,0
U0506,ai_model,0
U0507,baseline,0
U0507,ai_model,0
U0508,baseline,0
U0508,ai_model,0
U0509,baseline,0
U0509,ai_model,0
U0510,baseline,0
U0510,ai_model,0
U0511,baseline,0
U0511,ai_model,0
U0512,baseline,0
U0512,ai_model,1
U0513,baseline,0
U0513,ai_model,0
U0514,baseline,0
U0514,ai_model,0
U0515,baseline,0
U0515,ai_model,0
U0516,baseline,0
U0516,ai_model,0
U0517,baseline,0
U0517,ai_model,1
U0518,baseline,0
U0518,ai_model,0
U0519,baseline,0
U0519,ai_model,0
U0520,baseline,0
U0520,ai_model,0
U0521,baseline,0
U0521,ai_model,0
U0522,baseline,0
U0522,ai_model,0
U0523,baseline,0
U0523,ai_model,0
U0524,baseline,0
U0524,ai_model,0
U0525,baseline,0
U0525,ai_model,0
U0526,baseline,0
U0526,ai_model,0
U0527,baseline,0
U0527,ai_model,0
U0528,baseline,0
U0528,ai_model,0
U0529,baseline,0
U0529,ai_model,0
U0530,baseline,1
U0530,ai_model,0
U0531,baseline,0
U0531,ai_model,0
U0532,baseline,0
U0532,ai_model,0
U0533,baseline,0
U0533,ai_model,0
U0534,baseline,0
U0534,ai_model,1
U0535,baseline,0
U0535,ai_model,0
U0536,baseline,0
U0536,ai_model,0
U0537,baseline,1
U0537,ai_model,0
U0538,baseline,0
U0538,ai_model,1
U0539,baseline,0
U0539,ai_model,0
U0540,baseline,0
U0540,ai_model,1
U0541,baseline,0
U0541,ai_model,0
U0542,baseline,0
U0542,ai_model,0
U0543,baseline,0
U0543,ai_model,0
U0544,baseline,0
U0544,ai_model,0
U0545,baseline,0
U0545,ai_model,0
U0546,baseline,0
U0546,ai_model,0
U0547,baseline,0
U0547,ai_model,0
U0548,baseline,0
U0548,ai_model,0
U0549,baseline,0
U0549,ai_model,0
U0550,baseline,0
U0550,ai_model,0
U0551,baseline,0
U0551,ai_model,0
U0552,baseline,0
U0552,ai_model,0
U0553,baseline,0
U0553,ai_model,0
U0554,baseline,0
U0554,ai_model,0
U0555,baseline,0
U0555,ai_model,0
U0556,baseline,0
U0556,ai_model,0
U0557,baseline,0
U0557,ai_model,0
U0558,baseline,0
U0558,ai_model,0
U0559,baseline,0
U0559,ai_model,0
U0560,baseline,0
U0560,ai_model,0
U0561,baseline,0
U0561,ai_model,0
U0562,baseline,0
U0562,ai_model,0
U0563,baseline,0
U0563,ai_model,0
U0564,baseline,0
U0564,ai_model,0
U0565,baseline,0
U0565,ai_model,1
U0566,baseline,0
U0566,ai_model,0
U0567,baseline,0
U0567,ai_model,1
U0568,baseline,0
U0568,ai_model,0
U0569,baseline,0
U0569,ai_model,1
U0570,baseline,0
U0570,ai_model,0
U0571,baseline,0
U0571,ai_model,0
U0572,baseline,0
U0572,ai_model,0
U0573,baseline,0
U0573,ai_model,0
U0574,baseline,0
U0574,ai_model,0
U0575,baseline,0
U0575,ai_model,0
U0576,baseline,0
U0576,ai_model,0
U0577,baseline,0
U0577,ai_model,1
U0578,baseline,0
U0578,ai_model,0
U0579,baseline,0
U0579,ai_model,1
U0580,baseline,0
U0580,ai_model,0
U0581,baseline,0
U0581,ai_model,0
U0582,baseline,0
U0582,ai_model,0
U0583,baseline,0
U0583,ai_model,0
U0584,baseline,0
U0584,ai_model,0
U0585,baseline,0
U0585,ai_model,0
U0586,baseline,0
U0586,ai_model,0
U0587,baseline,0
U0587,ai_model,0
U0588,baseline,0
U0588,ai_model,0
U0589,baseline,0
U0589,ai_model,0
U0590,baseline,0
U0590,ai_model,0
U0591,baseline,0
U0591,ai_model,0
U0592,baseline,0
U0592,ai_model,0
U0593,baseline,0
U0593,ai_model,0
U0594,baseline,0
U0594,ai_model,0
U0595,baseline,0
U0595,ai_model,0
U0596,baseline,0
U0596,ai_model,0
U0597,baseline,0
U0597,ai_model,0
U0598,baseline,0
U0598,ai_model,1
U0599,baseline,0
U0599,ai_model,1
U0600,baseline,0
U0600,ai_model,1
U0601,baseline,0
U0601,ai_model,0
U0602,baseline,0
U0602,ai_model,0
U0603,baseline,0
U0603,ai_model,0
U0604,baseline,0
U0604,ai_model,0
U0605,baseline,0
U0605,ai_model,0
U0606,baseline,0
U0606,ai_model,0
U0607,baseline,0
U0607,ai_model,0
U0608,baseline,0
U0608,ai_model,0
U0609,baseline,1
U0609,ai_model,1
U0610,baseline,0
U0610,ai_model,0
U0611,baseline,0
U0611,ai_model,0
U0612,baseline,0
U0612,ai_model,0
U0613,baseline,0
U0613,ai_model,0
U0614,baseline,0
U0614,ai_model,1
U0615,baseline,0
U0615,ai_model,0
U0616,baseline,0
U0616,ai_model,0
U0617,baseline,0
U0617,ai_model,0
U0618,baseline,0
U0618,ai_model,0
U0619,baseline,0
U0619,ai_model,0
U0620,baseline,0
U0620,ai_model,0
U0621,baseline,0
U0621,ai_model,0
U0622,baseline,0
U0622,ai_model,0
U0623,baseline,0
U0623,ai_model,0
U0624,baseline,0
U0624,ai_model,0
U0625,baseline,0
U0625,ai_model,0
U0626,baseline,0
U0626,ai_model,0
U0627,baseline,0
U0627,ai_model,0
U0628,baseline,0
U0628,ai_model,0
U0629,baseline,0
U0629,ai_model,0
U0630,baseline,0
U0630,ai_model,0
U0631,baseline,0
U0631,ai_model,1
U0632,baseline,0
U0632,ai_model,0
U0633,baseline,0
U0633,ai_model,0
U0634,baseline,0
U0634,ai_model,0
U0635,baseline,0
U0635,ai_model,0
U0636,baseline,0
U0636,ai_model,0
U0637,baseline,0
U0637,ai_model,0
U0638,baseline,0
U0638,ai_model,0
U0639,baseline,0
U0639,ai_model,0
U0640,baseline,0
U0640,ai_model,0
U0641,baseline,0
U0641,ai_model,1
U0642,baseline,0
U0642,ai_model,1
U0643,baseline,0
U0643,ai_model,0
U0644,baseline,0
U0644,ai_model,0
U0645,baseline,0
U0645,ai_model,0
U0646,baseline,0
U0646,ai_model,0
U0647,baseline,0
U0647,ai_model,0
U0648,baseline,0
U0648,ai_model,1
U0649,baseline,0
U0649,ai_model,0
U0650,baseline,0
U0650,ai_model,0
U0651,baseline,0
U0651,ai_model,0
U0652,baseline,0
U0652,ai_model,0
U0653,baseline,0
U0653,ai_model,0
U0654,baseline,0
U0654,ai_model,0
U0655,baseline,0
U0655,ai_model,0
U0656,baseline,0
U0656,ai_model,0
U0657,baseline,0
U0657,ai_model,1
U0658,baseline,0
U0658,ai_model,0
U0659,baseline,0
U0659,ai_model,0
U0660,baseline,0
U0660,ai_model,1
U0661,baseline,0
U0661,ai_model,1
U0662,baseline,0
U0662,ai_model,0
U0663,baseline,0
U0663,ai_model,0
U0664,baseline,0
U0664,ai_model,0
U0665,baseline,0
U0665,ai_model,0
U0666,baseline,0
