user_id,product_id,category
U0056,P0083,Automotive
U0057,P0071,Clothing
U0057,P0051,Clothing
U0057,P0155,Clothing
U0057,P0223,Clothing
U0057,P0473,Health
U0058,P0020,Toys
U0058,P0267,Toys
U0058,P0300,Toys
U0058,P0254,Beauty & Personal Care
U0058,P0134,Pet Supplies
U0059,P0204,Electronics
U0059,P0358,Electronics
U0059,P0038,Electronics
U0059,P0064,Electronics
U0059,P0154,Home & Kitchen
U0060,P0039,Electronics
U0060,P0162,Electronics
U0060,P0307,Beauty & Personal Care
U0060,P0038,Electronics
U0060,P0421,Electronics
U0061,P0356,Clothing
U0061,P0460,Clothing
U0061,P0071,Clothing
U0061,P0325,Clothing
U0061,P0401,Pet Supplies
U0062,P0159,Beauty & Personal Care
U0062,P0307,Beauty & Personal Care
U0062,P0200,Beauty & Personal Care
U0062,P0138,Beauty & Personal Care
U0062,P0150,Health
U0063,P0165,Clothing
U0063,P0486,Clothing
U0063,P0223,Clothing
U0063,P0071,Clothing
U0063,P0440,Books
U0064,P0132,Home & Kitchen
U0064,P0331,Home & Kitchen
U0064,P0027,Home & Kitchen
U0064,P0169,Home & Kitchen
U0064,P0057,Health
U0065,P0187,Electronics
U0065,P0481,Electronics
U0065,P0204,Electronics
U0065,P0038,Electronics
U0065,P0388,Books
U0066,P0130,Automotive
U0066,P0089,Automotive
U0066,P0067,Home & Kitchen
U0066,P0427,Automotive
U0066,P0310,Home & Kitchen
U0067,P0163,Toys
U0067,P0056,Toys
U0067,P0216,Sports & Outdoors
U0067,P0323,Toys
U0067,P0400,Toys
U0068,P0071,Clothing
U0068,P0223,Clothing
U0068,P0038,Electronics
U0068,P0203,Electronics
U0068,P0155,Clothing
U0069,P0225,Pet Supplies
U0069,P0128,Pet Supplies
U0069,P0328,Pet Supplies
U0069,P0373,Pet Supplies
U0069,P0281,Beauty & Personal Care
U0070,P0033,Clothing
U0070,P0356,Clothing
U0070,P0071,Clothing
U0070,P0295,Clothing
U0070,P0090,Books
U0071,P0267,Toys
U0071,P0020,Toys
U0071,P0300,Toys
U0071,P0366,Pet Supplies
U0071,P0323,Toys
U0072,P0477,Home & Kitchen
U0072,P0027,Home & Kitchen
U0072,P0169,Home & Kitchen
U0072,P0154,Home & Kitchen
U0072,P0139,Books
U0073,P0166,Sports & Outdoors
U0073,P0279,Sports & Outdoors
U0073,P0216,Sports & Outdoors
U0073,P0476,Sports & Outdoors
U0073,P0489,Books
U0074,P0383,Electronics
U0074,P0481,Electronics
U0074,P0482,Electronics
U0074,P0039,Electronics
U0074,P0401,Pet Supplies
U0075,P0361,Electronics
U0075,P0426,Electronics
U0075,P0038,Electronics
U0075,P0481,Electronics
U0075,P0200,Beauty & Personal Care
U0076,P0456,Books
U0076,P0430,Pet Supplies
U0076,P0348,Pet Supplies
U0076,P0302,Books
U0076,P0022,Pet Supplies
U0077,P0247,Health
U0077,P0150,Health
U0077,P0473,Health
U0077,P0491,Health
U0077,P0210,Sports & Outdoors
U0078,P0168,Toys
U0078,P0339,Automotive
U0078,P0130,Automotive
U0078,P0445,Toys
U0078,P0400,Toys
U0079,P0481,Electronics
U0079,P0383,Electronics
U0079,P0361,Electronics
U0079,P0038,Electronics
U0079,P0366,Pet Supplies
U0080,P0375,Electronics
U0080,P0064,Electronics
U0080,P0162,Electronics
U0080,P0038,Electronics
U0080,P0427,Automotive
U0081,P0481,Electronics
U0081,P0038,Electronics
U0081,P0204,Electronics
U0081,P0187,Electronics
U0081,P0139,Books
U0082,P0071,Clothing
U0082,P0356,Clothing
U0082,P0460,Clothing
U0082,P0486,Clothing
U0082,P0323,Toys
U0083,P0162,Electronics
U0083,P0481,Electronics
U0083,P0426,Electronics
U0083,P0064,Electronics
U0083,P0401,Pet Supplies
U0084,P0016,Toys
U0084,P0326,Beauty & Personal Care
U0084,P0118,Toys
U0084,P0141,Toys
U0084,P0307,Beauty & Personal Care
U0085,P0216,Sports & Outdoors
U0085,P0279,Sports & Outdoors
U0085,P0051,Clothing
U0085,P0071,Clothing
U0085,P0210,Sports & Outdoors
U0086,P0427,Automotive
U0086,P0089,Automotive
U0086,P0042,Pet Supplies
U0086,P0016,Toys
U0086,P0449,Pet Supplies
U0087,P0338,Pet Supplies
U0087,P0254,Beauty & Personal Care
U0087,P0348,Pet Supplies
U0087,P0225,Pet Supplies
U0087,P0387,Pet Supplies
U0088,P0071,Clothing
U0088,P0356,Clothing
U0088,P0295,Clothing
U0088,P0051,Clothing
U0088,P0062,Beauty & Personal Care
U0089,P0151,Sports & Outdoors
U0089,P0002,Sports & Outdoors
U0089,P0279,Sports & Outdoors
U0089,P0124,Sports & Outdoors
U0089,P0190,Books
U0090,P0356,Clothing
U0090,P0071,Clothing
U0090,P0179,Clothing
U0090,P0406,Clothing
U0090,P0279,Sports & Outdoors
U0091,P0323,Toys
U0091,P0267,Toys
U0091,P0084,Toys
U0091,P0118,Toys
U0091,P0017,Beauty & Personal Care
U0092,P0279,Sports & Outdoors
U0092,P0190,Books
U0092,P0166,Sports & Outdoors
U0092,P0127,Beauty & Personal Care
U0092,P0161,Sports & Outdoors
U0093,P0463,Home & Kitchen
U0093,P0169,Home & Kitchen
U0093,P0368,Home & Kitchen
U0093,P0154,Home & Kitchen
U0093,P0077,Books
U0094,P0161,Sports & Outdoors
U0094,P0329,Sports & Outdoors
U0094,P0166,Sports & Outdoors
U0094,P0451,Health
U0094,P0299,Sports & Outdoors
U0095,P0038,Electronics
U0095,P0481,Electronics
U0095,P0383,Electronics
U0095,P0059,Electronics
U0095,P0279,Sports & Outdoors
U0096,P0467,Clothing
U0096,P0051,Clothing
U0096,P0054,Clothing
U0096,P0295,Clothing
U0096,P0189,Health
U0097,P0012,Clothing
U0097,P0356,Clothing
U0097,P0110,Clothing
U0097,P0392,Clothing
U0097,P0279,Sports & Outdoors
U0098,P0375,Electronics
U0098,P0039,Electronics
U0098,P0162,Electronics
U0098,P0187,Electronics
U0098,P0267,Toys
U0099,P0460,Clothing
U0099,P0356,Clothing
U0099,P0119,Clothing
U0099,P0295,Clothing
U0099,P0210,Sports & Outdoors
U0100,P0216,Sports & Outdoors
U0100,P0002,Sports & Outdoors
U0100,P0210,Sports & Outdoors
U0100,P0427,Automotive
U0100,P0279,Sports & Outdoors
U0101,P0279,Sports & Outdoors
U0101,P0480,Sports & Outdoors
U0101,P0151,Sports & Outdoors
U0101,P0378,Sports & Outdoors
U0101,P0045,Health
U0102,P0383,Electronics
U0102,P0203,Electronics
U0102,P0481,Electronics
U0102,P0011,Electronics
U0102,P0279,Sports & Outdoors
U0103,P0427,Automotive
U0103,P0201,Automotive
U0103,P0345,Automotive
U0103,P0130,Automotive
U0103,P0451,Health
U0104,P0439,Health
U0104,P0247,Health
U0104,P0148,Home & Kitchen
U0104,P0473,Health
U0104,P0464,Health
U0105,P0279,Sports & Outdoors
U0105,P0356,Clothing
U0105,P0295,Clothing
U0105,P0210,Sports & Outdoors
U0105,P0216,Sports & Outdoors
U0106,P0457,Toys
U0106,P0040,Toys
U0106,P0101,Toys
U0106,P0323,Toys
U0106,P0134,Pet Supplies
U0107,P0139,Books
U0107,P0302,Books
U0107,P0344,Books
U0107,P0484,Books
U0107,P0481,Electronics
U0108,P0071,Clothing
U0108,P0467,Clothing
U0108,P0051,Clothing
U0108,P0172,Clothing
U0108,P0190,Books
U0109,P0356,Clothing
U0109,P0071,Clothing
U0109,P0139,Books
U0109,P0283,Toys
U0109,P0027,Home & Kitchen
U0110,P0424,Beauty & Personal Care
U0110,P0267,Toys
U0110,P0323,Toys
U0110,P0310,Home & Kitchen
U0110,P0148,Home & Kitchen
U0111,P0071,Clothing
U0111,P0172,Clothing
U0111,P0051,Clothing
U0111,P0054,Clothing
U0111,P0279,Sports & Outdoors
U0112,P0100,Books
U0112,P0133,Books
U0112,P0139,Books
U0112,P0025,Books
U0112,P0027,Home & Kitchen
U0113,P0236,Home & Kitchen
U0113,P0136,Home & Kitchen
U0113,P0053,Home & Kitchen
U0113,P0143,Home & Kitchen
U0113,P0135,Pet Supplies
U0114,P0356,Clothing
U0114,P0033,Clothing
U0114,P0071,Clothing
U0114,P0181,Clothing
U0114,P0279,Sports & Outdoors
U0115,P0462,Pet Supplies
U0115,P0022,Pet Supplies
U0115,P0328,Pet Supplies
U0115,P0449,Pet Supplies
U0115,P0279,Sports & Outdoors
U0116,P0020,Toys
U0116,P0183,Beauty & Personal Care
U0116,P0088,Beauty & Personal Care
U0116,P0308,Beauty & Personal Care
U0116,P0323,Toys
U0117,P0481,Electronics
U0117,P0383,Electronics
U0117,P0162,Electronics
U0117,P0038,Electronics
U0117,P0416,Toys
U0118,P0150,Health
U0118,P0451,Health
U0118,P0476,Sports & Outdoors
U0118,P0161,Sports & Outdoors
U0118,P0279,Sports & Outdoors
U0119,P0417,Automotive
U0119,P0339,Automotive
U0119,P0427,Automotive
U0119,P0345,Automotive
U0119,P0481,Electronics
U0120,P0030,Beauty & Personal Care
U0120,P0029,Beauty & Personal Care
U0120,P0017,Beauty & Personal Care
U0120,P0037,Beauty & Personal Care
U0120,P0373,Pet Supplies
U0121,P0426,Electronics
U0121,P0119,Clothing
U0121,P0155,Clothing
U0121,P0481,Electronics
U0121,P0204,Electronics
U0122,P0427,Automotive
U0122,P0417,Automotive
U0122,P0314,Automotive
U0122,P0061,Automotive
U0122,P0387,Pet Supplies
U0123,P0247,Health
U0123,P0307,Beauty & Personal Care
U0123,P0028,Health
U0123,P0451,Health
U0123,P0424,Beauty & Personal Care
U0124,P0356,Clothing
U0124,P0071,Clothing
U0124,P0051,Clothing
U0124,P0295,Clothing
U0124,P0279,Sports & Outdoors
U0125,P0224,Sports & Outdoors
U0125,P0161,Sports & Outdoors
U0125,P0480,Sports & Outdoors
U0125,P0266,Sports & Outdoors
U0125,P0401,Pet Supplies
U0126,P0071,Clothing
U0126,P0356,Clothing
U0126,P0051,Clothing
U0126,P0172,Clothing
U0126,P0154,Home & Kitchen
U0127,P0473,Health
U0127,P0317,Health
U0127,P0086,Books
U0127,P0221,Health
U0127,P0339,Automotive
U0128,P0045,Health
U0128,P0317,Health
U0128,P0221,Health
U0128,P0044,Health
U0128,P0478,Home & Kitchen
U0129,P0044,Health
U0129,P0057,Health
U0129,P0312,Health
U0129,P0458,Health
U0129,P0134,Pet Supplies
U0130,P0071,Clothing
U0130,P0033,Clothing
U0130,P0460,Clothing
U0130,P0119,Clothing
U0130,P0221,Health
U0131,P0481,Electronics
U0131,P0204,Electronics
U0131,P0426,Electronics
U0131,P0038,Electronics
U0131,P0388,Books
U0132,P0298,Home & Kitchen
U0132,P0027,Home & Kitchen
U0132,P0463,Home & Kitchen
U0132,P0086,Books
U0132,P0272,Toys
U0133,P0221,Health
U0133,P0411,Health
U0133,P0317,Health
U0133,P0451,Health
U0133,P0349,Automotive
U0134,P0189,Health
U0134,P0450,Health
U0134,P0357,Health
U0134,P0473,Health
U0134,P0388,Books
U0135,P0163,Toys
U0135,P0313,Toys
U0135,P0323,Toys
U0135,P0178,Toys
U0135,P0190,Books
U0136,P0397,Sports & Outdoors
U0136,P0190,Books
U0136,P0124,Sports & Outdoors
U0136,P0396,Sports & Outdoors
U0136,P0323,Toys
U0137,P0204,Electronics
U0137,P0383,Electronics
U0137,P0358,Electronics
U0137,P0481,Electronics
U0137,P0027,Home & Kitchen
U0138,P0338,Pet Supplies
U0138,P0382,Pet Supplies
U0138,P0401,Pet Supplies
U0138,P0199,Pet Supplies
U0138,P0166,Sports & Outdoors
U0139,P0071,Clothing
U0139,P0051,Clothing
U0139,P0172,Clothing
U0139,P0366,Pet Supplies
U0139,P0062,Beauty & Personal Care
U0140,P0427,Automotive
U0140,P0089,Automotive
U0140,P0477,Home & Kitchen
U0140,P0130,Automotive
U0140,P0382,Pet Supplies
U0141,P0033,Clothing
U0141,P0172,Clothing
U0141,P0467,Clothing
U0141,P0460,Clothing
U0141,P0190,Books
U0142,P0037,Beauty & Personal Care
U0142,P0307,Beauty & Personal Care
U0142,P0002,Sports & Outdoors
U0142,P0424,Beauty & Personal Care
U0142,P0373,Pet Supplies
U0143,P0439,Health
U0143,P0247,Health
U0143,P0473,Health
U0143,P0462,Pet Supplies
U0143,P0028,Health
U0144,P0473,Health
U0144,P0317,Health
U0144,P0221,Health
U0144,P0254,Beauty & Personal Care
U0144,P0247,Health
U0145,P0221,Health
U0145,P0427,Automotive
U0145,P0473,Health
U0145,P0451,Health
U0145,P0169,Home & Kitchen
U0146,P0402,Home & Kitchen
U0146,P0154,Home & Kitchen
U0146,P0088,Beauty & Personal Care
U0146,P0027,Home & Kitchen
U0146,P0183,Beauty & Personal Care
U0147,P0186,Home & Kitchen
U0147,P0032,Home & Kitchen
U0147,P0367,Home & Kitchen
U0147,P0240,Home & Kitchen
U0147,P0017,Beauty & Personal Care
U0148,P0481,Electronics
U0148,P0038,Electronics
U0148,P0383,Electronics
U0148,P0361,Electronics
U0148,P0017,Beauty & Personal Care
U0149,P0356,Clothing
U0149,P0071,Clothing
U0149,P0051,Clothing
U0149,P0390,Clothing
U0149,P0062,Beauty & Personal Care
U0150,P0169,Home & Kitchen
U0150,P0145,Home & Kitchen
U0150,P0057,Health
U0150,P0044,Health
U0150,P0331,Home & Kitchen
U0151,P0162,Electronics
U0151,P0375,Electronics
U0151,P0039,Electronics
U0151,P0173,Electronics
U0151,P0267,Toys
U0152,P0045,Health
U0152,P0473,Health
U0152,P0459,Toys
U0152,P0089,Automotive
U0152,P0439,Health
U0153,P0319,Books
U0153,P0440,Books
U0153,P0133,Books
U0153,P0077,Books
U0153,P0382,Pet Supplies
U0154,P0481,Electronics
U0154,P0039,Electronics
U0154,P0421,Electronics
U0154,P0038,Electronics
U0154,P0366,Pet Supplies
U0155,P0224,Sports & Outdoors
U0155,P0339,Automotive
U0155,P0427,Automotive
U0155,P0083,Automotive
U0155,P0161,Sports & Outdoors
U0156,P0244,Automotive
U0156,P0114,Automotive
U0156,P0036,Automotive
U0156,P0085,Automotive
U0156,P0401,Pet Supplies
U0157,P0162,Electronics
U0157,P0094,Electronics
U0157,P0039,Electronics
U0157,P0187,Electronics
U0157,P0247,Health
U0158,P0190,Books
U0158,P0456,Books
U0158,P0139,Books
U0158,P0388,Books
U0158,P0017,Beauty & Personal Care
U0159,P0133,Books
U0159,P0139,Books
U0159,P0002,Sports & Outdoors
U0159,P0097,Sports & Outdoors
U0159,P0190,Books
U0160,P0038,Electronics
U0160,P0361,Electronics
U0160,P0375,Electronics
U0160,P0383,Electronics
U0160,P0279,Sports & Outdoors
U0161,P0383,Electronics
U0161,P0203,Electronics
U0161,P0204,Electronics
U0161,P0481,Electronics
U0161,P0221,Health
U0162,P0133,Books
U0162,P0333,Books
U0162,P0242,Automotive
U0162,P0086,Books
U0162,P0456,Books
U0163,P0361,Electronics
U0163,P0383,Electronics
U0163,P0038,Electronics
U0163,P0204,Electronics
U0163,P0154,Home & Kitchen
U0164,P0383,Electronics
U0164,P0361,Electronics
U0164,P0204,Electronics
U0164,P0481,Electronics
U0164,P0071,Clothing
U0165,P0387,Pet Supplies
U0165,P0071,Clothing
U0165,P0051,Clothing
U0165,P0338,Pet Supplies
U0165,P0440,Books
U0166,P0325,Clothing
U0166,P0486,Clothing
U0166,P0119,Clothing
U0166,P0460,Clothing
U0166,P0255,Home & Kitchen
U0167,P0094,Electronics
U0167,P0481,Electronics
U0167,P0187,Electronics
U0167,P0204,Electronics
U0167,P0097,Sports & Outdoors
U0168,P0331,Home & Kitchen
U0168,P0154,Home & Kitchen
U0168,P0027,Home & Kitchen
U0168,P0402,Home & Kitchen
U0168,P0251,Books
U0169,P0229,Books
U0169,P0489,Books
U0169,P0090,Books
U0169,P0440,Books
U0169,P0168,Toys
U0170,P0071,Clothing
U0170,P0356,Clothing
U0170,P0467,Clothing
U0170,P0165,Clothing
U0170,P0427,Automotive
U0171,P0479,Home & Kitchen
U0171,P0272,Toys
U0171,P0298,Home & Kitchen
U0171,P0402,Home & Kitchen
U0171,P0148,Home & Kitchen
U0172,P0356,Clothing
U0172,P0051,Clothing
U0172,P0071,Clothing
U0172,P0460,Clothing
U0172,P0216,Sports & Outdoors
U0173,P0162,Electronics
U0173,P0187,Electronics
U0173,P0421,Electronics
U0173,P0094,Electronics
U0173,P0323,Toys
U0174,P0039,Electronics
U0174,P0162,Electronics
U0174,P0210,Sports & Outdoors
U0174,P0421,Electronics
U0174,P0440,Books
U0175,P0071,Clothing
U0175,P0460,Clothing
U0175,P0051,Clothing
U0175,P0172,Clothing
U0175,P0387,Pet Supplies
U0176,P0427,Automotive
U0176,P0130,Automotive
U0176,P0089,Automotive
U0176,P0222,Automotive
U0176,P0133,Books
U0177,P0162,Electronics
U0177,P0421,Electronics
U0177,P0481,Electronics
U0177,P0204,Electronics
U0177,P0307,Beauty & Personal Care
U0178,P0071,Clothing
U0178,P0172,Clothing
U0178,P0119,Clothing
U0178,P0460,Clothing
U0178,P0473,Health
U0179,P0221,Health
U0179,P0342,Health
U0179,P0236,Home & Kitchen
U0179,P0451,Health
U0179,P0231,Home & Kitchen
U0180,P0133,Books
U0180,P0254,Beauty & Personal Care
U0180,P0107,Beauty & Personal Care
U0180,P0427,Automotive
U0180,P0424,Beauty & Personal Care
U0181,P0481,Electronics
U0181,P0383,Electronics
U0181,P0064,Electronics
U0181,P0039,Electronics
U0181,P0286,Beauty & Personal Care
U0182,P0473,Health
U0182,P0496,Health
U0182,P0458,Health
U0182,P0451,Health
U0182,P0279,Sports & Outdoors
U0183,P0279,Sports & Outdoors
U0183,P0139,Books
U0183,P0124,Sports & Outdoors
U0183,P0216,Sports & Outdoors
U0183,P0210,Sports & Outdoors
U0184,P0067,Home & Kitchen
U0184,P0298,Home & Kitchen
U0184,P0133,Books
U0184,P0402,Home & Kitchen
U0184,P0463,Home & Kitchen
U0185,P0463,Home & Kitchen
U0185,P0135,Pet Supplies
U0185,P0298,Home & Kitchen
U0185,P0112,Home & Kitchen
U0185,P0279,Sports & Outdoors
U0186,P0036,Automotive
U0186,P0244,Automotive
U0186,P0130,Automotive
U0186,P0471,Automotive
U0186,P0154,Home & Kitchen
U0187,P0286,Beauty & Personal Care
U0187,P0483,Beauty & Personal Care
U0187,P0149,Beauty & Personal Care
U0187,P0307,Beauty & Personal Care
U0187,P0148,Home & Kitchen
U0188,P0071,Clothing
U0188,P0051,Clothing
U0188,P0172,Clothing
U0188,P0387,Pet Supplies
U0188,P0382,Pet Supplies
U0189,P0440,Books
U0189,P0190,Books
U0189,P0037,Beauty & Personal Care
U0189,P0388,Books
U0189,P0127,Beauty & Personal Care
U0190,P0169,Home & Kitchen
U0190,P0350,Home & Kitchen
U0190,P0368,Home & Kitchen
U0190,P0053,Home & Kitchen
U0190,P0130,Automotive
U0191,P0132,Home & Kitchen
U0191,P0183,Beauty & Personal Care
U0191,P0308,Beauty & Personal Care
U0191,P0331,Home & Kitchen
U0191,P0023,Beauty & Personal Care
U0192,P0201,Automotive
U0192,P0089,Automotive
U0192,P0417,Automotive
U0192,P0194,Automotive
U0192,P0210,Sports & Outdoors
U0193,P0307,Beauty & Personal Care
U0193,P0037,Beauty & Personal Care
U0193,P0149,Beauty & Personal Care
U0193,P0161,Sports & Outdoors
U0193,P0107,Beauty & Personal Care
U0194,P0086,Books
U0194,P0229,Books
U0194,P0388,Books
U0194,P0097,Sports & Outdoors
U0194,P0440,Books
U0195,P0329,Sports & Outdoors
U0195,P0097,Sports & Outdoors
U0195,P0067,Home & Kitchen
U0195,P0216,Sports & Outdoors
